Content,Category Code
"Muslim hackers angered by the publication of cartoons of the Prophet Mohammed have defaced nearly 3,000 Danish Web sites over the past month in the biggest politically motivated cyber attack long-time observers have ever seen.",0
"A temporary camp for Congolese refugees was attacked by Burundian militiamen armed with machetes, killing at least 156 people, the UN refugee agency reported.",0
"Afghan rebels have kidnapped up to 16 Soviet civilian advisers from a town bazaar and exploded a series of bombs in the capital Kabul, western diplomatic sources in neighboring Pakistan said today.",0
"Israeli soldiers routinely beat up Palestinian detainees on the occupied West Bank with the knowledge of senior officers, a court martial was told today.",0
"U.S. border patrol agents sexually abused illegal Mexican immigrants with impunity, a human rights organization charged on Saturday",0
"Security forces in Guinea have tortured scores of Sierra Leonean and Liberian refugees, whom authorities blame for a border conflict, Human Rights Watch (HWR) said Thursday.",0
"A Palestinian prisoner died as a result of torture while in Israeli police custody, according to a report by a pathologist sent to Israel by Physicians for Human Rights.",0
"Irish nationalist guerrillas wounded two British soldiers in a bomb attack on Thursday, police said.",0
"Two Palestinian suicide bombers killed 23 people as well as themselves late Sunday when they blew themselves up in Tel Aviv in the second-worst attack in the current Palestinian uprising, police said.",0
"At least three Iraqi civilians have been killed in a suicide car bombing in central Baghdad, Iraqi police said.",0
A prominent anti-Syria journalist has been killed in a car bomb explosion in a residential sector of mostly Christian eastern Beirut.,0
"A roadside bombing near the town of Samarra on Sunday killed one U.S. soldier and wounded two others, the military said.",0
Three US servicemen were killed by an improvised explosive device outside of the Iraqi city of Basra.,0
"The Sri Lankan army has been holding thousands of Tamil civilian refugees as human shields in the battle zones of the southern sector of the Jaffna peninsula, according to a press release by the Liberation Tigers.",0
"An attempt to assassinate deputy governor of the Tyumen region, Oleg Chemezov, was thwarted in Khanty-Mansiysk (Siberia), the city’s police reported.",0
"Militants loyal to Iraq’s Al-Qaeda frontman Abu Musab al-Zarqawi said they attempted to assassinate outgoing Prime Minister Iyad Allawi, in a statement posted on the internet.",0
Hezbollah guerrillas killed the deputy chief of Israel’s militia ally in southern Lebanon Sunday sources on both sides said.,0
"One Serb policeman was murdered in an attack on a police patrol by Kosovo Albanians near the border with Kosovo, state agency Tanjug reported Sunday.",0
"Vietnamese and Kampuchean forces were battling for control of a strategic base near the border today, Thai military sources said.",0
"Palestinian gunmen attacked an Israeli village close to the West Bank Sunday and killed an Israeli, public television reported.",0
"Israel Friday reimposed blockades in the West Bank following the shooting deaths of two Israelis a day earlier, a military spokesman announced.",0
"The Soviet Union closed its southern borders with Iran and Turkey because of fighting between Azerbaijanis and Armenians, an editor at the official Armenian news agency said.",0
"Vietnamese-led forces have retaken a strategic village in Western Kampuchea after fierce fighting with guerrillas who overran it late last month, Thai military sources said today.",0
"Burmese troops have captured part of a Karen guerrilla stronghold on theThai border after five days of fighting, Thai police here said on Monday.",0
"Israel today mounted its long-threatened invasion of South Lebanon, ploughing through the United Nations lines on the coast of south of Tyre and thrusting forward in at least to inland areas",0
"Sudanese rebels shelled the southern regional capital Juba for the first time in a year on Sunday and Monday, killing about 20 people, relief officials in Nairobi said.",0
"Egyptian police opened fire to disperse Moslem fundamentalist demonstrators on Monday night, killing one person and arresting 12, security sources said.",0
"Serb forces killed three ethnic Albanians in a gunbattle in southeastern Serbia Friday, a political council representing ethnic Albanians in the region said in remarks published here Sunday",0
A minefield explosion near the town of Samarra killed two Iraqi youths and wounded five others on Sunday,0
"Vietnamese-led forces launched artillery, mortar, and rocket fire against Kampuchean guerrilla camps near the eastern Thai border today, killing or wounding 50, Thai military sources said.",0
"Israeli tanks fired four shell bombs at targets in Jericho, witnesses said, in a rare incident in the West Bank city.",0
Soviet aircraft including helicopter gunships killed 46 Afghan civilians in an attack on a village in the western province of Heart.,0
Israeli helicopters and tanks shelled positions of the Palestinian security forces and residential areas near the town of Rafah.,0
British aircraft using precision guided missiles killed 4 Iraqis in an attack on a suspected weapons supply in Basra.,0
"Recent US Predator attacks, occurring about once every three days, have killed at least eight top al-Qaeda leaders since last July, according to Pentagon sources.",0
"Both the Phillippines military and the Moro Islamic Liberation Front are guilty of violating the ceasefire agreement signed in March 2001, according to a group that conducted simultaneous fact-finding missions in Lanao, Maguindanao, and Cotabato provinces last week.",0
"The Israeli army forced out on Wednesday more than 1,000 Palestinian refugees from their homes in a West Bank refugee camp during a 48-hour search for militants, residents said.",0
"Sudan’s government is responsible for mass killings and other atrocities in the Darfur region, according to a United Nations report.",0
"Serb forces were engaged in ethnic cleansing in Kosovo against the majority Albanian population of the province, according to the US government.",0
"Every Christmas Eve, a Lone Choir Boy Sings to More Than 370 Million",1
"Trump Dismisses Resignation of Top ISIS Envoy, Says He Doesn't Even Know Him",0
Indonesia Tsunami Kills More Than 200 Without Warning After Volcanic Eruption,1
"US Treasury Secretary Steven Mnuchin has made calls to the heads of the country's six largest banks, a move to reassure investors after huge falls in US stocks.",1
A Canada goose and a ring-billed gull were recovering after they apparently swallowed random pills left at a park in Southern California,1
Bangladesh deploys soldiers ahead of next Sunday's elections,0
The family of a blind social worker who vanished after traveling to Peru for a wedding held a vigil Sunday night in Michigan to thank her supporters,1
"Arrests in Morocco backpacker beheadings foiled 'terrorist plot,' investigators reveal",0
Der Spiegel to Press Charges Against Reporter Who Made Up Articles,0
"Texas Tent City Housing 2,500 Migrant Children Is Said to Close in January",0
Chris Dawson: Husband in podcast mystery released on bail,0
Two people have been arrested on suspicion of shooting a man dead in north London.,0
"Rand Paul defends Trump plan on Syria, backs similar pullout in Afghanistan; others in GOP remain skeptical",0
Police say investigation into drones over Gatwick ongoing,0
LeBron James apologizes for posting 'Jewish money' rap lyrics,0
"As gender norms become more elastic, drag has burst like a glitter cannon into the mainstream.",2
Watch a Robotic Hand Play the Piano With a More Human Touch,2
President Donald Trump increasingly feels like it's him against the world,2
"Mulvaney: ""Very Possible"" Government Shutdown Will Last Into 2019",2
"Trump Forces Defense Secretary Mattis to Leave by Jan. 1, Will Replace Him With Deputy",1
"Women's March leader claims she was kicked out of progressive group for being Jewish, report says",2
South African musician plays guitar while undergoing brain surgery,2
Seahawks clinch NFC playoff spot with win over Chiefs,1
"Twas about this time in 1980 that several witnesses reported sightings of an unidentified flying object in the vicinity of the Rendlesham Forest in eastern England, an incident that has been called ""Britain's Roswell.""",2
Land mines will be hidden killer in Yemen decades after war,2
The Gatwick Airport drone drama which grounded hundreds of flights will be discussed by ministers in a Christmas Eve conference call.,2
The remains of a horse still in its harness have been discovered at a villa outside the walls of Pompeii,1
Police say investigation into drones over Gatwick ongoing,0
French prime minister defends police targeted by protesters,0
"In South Africa, ousted president speaks his mind on Twitter",0
Fast food workers reveal most annoying customer habits,2
"During the presidential campaign, the outlier in Donald Trump's foreign-policy orations was his treatment of Iran",0
"Florida prepares to register former felons to vote, despite confusion over rules",2
Former NFL All-Pro running back Jamal Anderson was arrested Sunday after an incident with a limo driver in Georgia.,0
A late hit on Chicago Bears quarterback Mitchell Trubisky sparked a brawl on the sideline in the fourth quarter during a game against the San Francisco 49ers on Sunday.,1
Two Houston police officers suffered serious injuries and burns after crashing into two parked cars late Sunday evening,1
"Bigger discounts than normal are expected in the traditional Boxing Day sales, as shops try to make up for weak trading in the lead-up to Christmas.",1
Royal Bank of Scotland has applied for a German banking licence to help it retain clients in the European Union in the event of a no-deal Brexit.,0
9 New Books We Recommend This Week,2
"As gender norms become more elastic, drag has burst like a glitter cannon into the mainstream.",2
"Calm on the surface, the Evros River between Turkey and Greece runs wild underneath, roiling with currents that tear apart boats and swallow up swimmers.",2
10 Gifts for People Who've Made the News This Year,2
A number of recent news articles have brought renewed attention to financial conflicts of interest in medical science.,2
"Hearing Loss Threatens Mind, Life and Limb",2
"Comedian Louis C.K., who admitted to repeatedly exposing himself and masturbating in front of unwilling women in Nov. of 2017, said at the time he was going to ""step back and take a long time to listen.""",0
here has been a wave of criticism after Philippines President Rodrigo Duterte said he sexually assaulted a maid when he was a teenager.,2
Republicans used to shut down the government in the name of fiscal restraint.,2
"Between breaking news developments, 2018 has marked out a number of momentous anniversaries.",2
The Media's Post-Advertising Future Is Also Its Past,2
"Robin Thicke, Maria Menounos and more to turn out for Fox's 'New Year's Eve With Steve Harvey: Live From Times Square'",2
Romania slams EU for treating it as 'second-rate' country,0
Philippines president jokes about sex assault during speech,1
C.I.A.'s Afghan Forces Leave a Trail of Abuse and Anger,1
"In Orange County, a Republican Fortress Turns Democratic",1
"Letitia James, the incoming New York attorney general, has made no secret of how she feels about President Trump.",0
More than a million revelers are expected to celebrate New Year's in Times Square.,1
"In millions of households across the country, on New Year's Eve all eyes are on New York City where hundreds of thousands gather to watch a bejeweled, illuminated ball make its slow descent to mark the new year.",2
"N.Y. Today: A Party With 3,000 Pounds of Confetti, 1 Ball and Too Many People to Count",2
"From petty grifting to allegations of treason, the early Trump era has offered a survey course in how to diminish public faith in democratic institutions.",2
The Most Distant Place We've Visited,2
Is There Any Humane Way to Kill a Mouse?,2
American Is Arrested in Moscow on Spying Charges,0
"At least three people died and nearly 80 were missing on Monday after an early-morning explosion, possibly caused by a gas leak, caused part of a residential apartment building to collapse in the central Russian city of Magnitogorsk, local news agencies reported",1
Joyful Headlines About Race and Equality,2
Samantha Barry's Work Diary: 'Fashion Can and Should Reflect the World Around Us',0
I Dreaded Winter Until My Newborn Taught Me to Embrace It,2
Staging Reality Winner: An F.B.I. Transcript Becomes an Offbeat Thriller,2
Our Critic Wants You to Try These Supermarket Wines,2
"The Best Movies and TV Shows Coming to Netflix, HBO, Amazon Prime, and Hulu in January",1
I Can't Stop Buying Body Oils for My Reptilian Winter Skin,2
Lady Gaga's Las Vegas residency debut is 'bizarre and beautiful',1
"Dear Therapist: My Mother-In-Law Didn't Mean to Ruin My Wedding, but I'm Still Angry With Her",2
"Russia: 4 dead in apartment collapse, apparent gas explosion",1
"Vatican spokesman, deputy resign suddenly amid overhaul by Pope Francis",1
"The Vatican spokesman, Greg Burke, and his deputy resigned suddenly Monday amid an overhaul of the Vatican's communications operations that coincides with a troubled period in Pope Francis' papacy",1
"The Chewiest, Crackliest Molasses Cookies Have a Genius Little Secret",2
"Iran's state broadcaster, Irib, has sacked the head of a regional TV channel after it broadcast a Jackie Chan film without removing a sex scene.",0
Reality Check: How many people seek asylum in the UK?,2
"Robin Thicke reflects on Miley Cyrus' wedding, his father Alan Thicke's sudden death and 'Testify'",1
Elizabeth Warren launches exploratory committee in step toward 2020 presidential run,1
Kyler Murray: Oklahoma quarterback has tough decision to make after Orange Bowl loss,1
Kylie Jenner shares never-before-seen photo from daughter Stormi's birth,1
Allegations of past sexual misconduct nearly derailed Brett Kavanaugh's ascent to the Supreme Court bench.,0
"Buffalo Bills tight end levels Miami Dolphins defensive back, ends his season early",1
Elizabeth Warren Announces She Is Running for President,0
"The 2020 presidential race is happening -- now, today, before 2018 is even over.",1
California Today: A Hollywood Actor Remembered as a Working Dad,1
US zoo intern fatally attacked by lion in North Carolina,1
Global markets in worst year since 2008,1
Don't Go Out on New Year's Eve,2
10 New Factors That Will Shape the 2020 Democratic Primary,1
The Conners' star Michael Fishman shares surprising reason he chose legal separation over divorce,1
"Fox News stars Kennedy, Pete Hegseth to host 'All-American New Year' with exclusive President Trump interview",1
Rob Delaney and wife welcomed baby No. 4 months after son's death,1
Partial government shutdown drags into 2019 with no end in sight,2
"Elizabeth Warren's career, from her advocacy during the financial crisis to decades as a professor",2
Justin Bieber apologizes to YouTuber JoJo Siwa after suggesting she should 'burn' her new car,1
Woman develops donor's peanut allergy after lung transplant,1
Faulty bracket found on jet bridge at Baltimore airport following incident that injured 6,0
Louisiana police department offers to test meth for Zika virus,1
"Rescuers are searching for survivors in the central Russian city of Magnitogorsk, where an explosion devastated a block of flats, killing at least four people.",1
Parkland school shooting survivors' anger at Louis CK routine,1
Pete Tong NYE 'balloon drop' cancelled after protests,2
Memphis woman robbed at gunpoint while visiting mom's grave on Christmas,1
Dear Therapist: I Don't Know How to Talk About Money With My Boyfriend,2
Trump's most blistering Twitter takedowns of 2018,2
Thousands evacuated near Sydney high-rise after cracking noises spur fears of collapse,1
Turkey-backed Syrian fighters prepare to replace US forces,0
Meghan Markle urged to 'end the rift' with her father in Christmas card from half-sister,2
"The Best Night Creams, According to Dermatologists",2
Indonesia tsunami: Death toll from Anak Krakatau volcano rises,1
Lennie James remembers 'dread' of first Christmas in care,2
Daniel Rotariu: Acid attack victim to sue Leicestershire Police,0
Swiss lotto draw chaos denies jackpot winner million,1
Car ploughs into group in Liverpool leaving man seriously hurt,1
Angel of the North dons Santa hat,2
What Was Steve Mnuchin Thinking? Three Possibilities,2
President Trump's Nightmare Before Christmas,2
Why Coal Symbolizes Naughtiness,2
"Families' Weird Holiday Traditions, Illustrated",2
The Tragic Fight Scene That Defined Black Panther,2
Cleveland Browns' Baker Mayfield appears to stare down former coach Hue Jackson during game,2
Dems challenge Trump judicial nominee over Knights of Columbus membership,1
Pete Davidson spotted at Machine Gun Kelly concert days after concerning Instagram posts,2
"Teenager trying to steal car gets trapped inside vehicle, calls police for help",2
Cardi B gives expletive defense on why she was spotted with ex Offset,2
Mom's suspected cancer was actually 'miracle' pregnancy,2
Drew Barrymore shows off incredible 25-pound weight loss,1
Relatives hold vigil for woman missing in Lake Michigan,1
Israeli media: Early elections called for April 9,0
Miley Cyrus reached out to Ariana Grande after Pete Davidson split,2
"Global Markets Are Muted, but Uncertainty Awaits on Wall Street",2
Israel to Hold Early Elections in April,0
Police Raise Possibility There Was No Drone at Gatwick Airport,0
How Jane Austen's Characters Read the World,2
Letters: 'Biscuits in the American South Are Serious Business Y'all',2
Elephants help scout vast sugarcane plantations in search for missing 2-year-old boy,1
Gordon Ramsay honors wife Tana with sweet post on wedding anniversary,2
Woman claims surgeons left sponge inside her for 17 months,2
Sudan opposition calls grow for march on Bashir's palace,0
British ministers rip Gatwick Airport investigators for suggesting that drone sightings were possibly mistaken,1
Gal Gadot posts heartwarming message as 'Wonder Woman 1984' production wraps,2
"Two LSU football players involved in fatal shooting were being robbed, police say",1
UK bans pet shops from selling puppies and kittens,1
Pakistan's former PM sentenced to 7 years for corruption,1
Girl's Christmas letter to dad in heaven gets heartwarming response,2
Indonesian Officials Warn of New Tsunami Risk as Volcano Rumbles,1
"Sen. Corker Goes All In on Trump Twitter Feud: ""Alert the Daycare Staff""",0
The Dad Stays in the Picture,2
"The Music Club, 2018",2
Help! All He Wants for Christmas Is For Me to Donate to an Organization I Detest.,2
LeBron James apologises for 'Jewish money' Instagram post,2
Two arrested in fatal stabbing of California homeless man caught on shocking video,1
Michael Weatherly took Jessica Alba's virginity when she was a teen,0
Michael Goodwin: Don't expect Trump to stop being Trump in 2019,2
"Saudi national charged in fatal hit-and-run of Oregon teen believed to have escaped to Kingdom, report says",1
"Tennessee house fire leaves 4 dead, 2 injured, including child",1
Below Deck' star Ross Inia arrested for disorderly intoxication and battery,1
Michigan police officer uses patrol car to stop wrong-way driver,1
Colorblind man sees fiance's blue eyes for first time during proposal with special glasses,2
Mince pies from World War II found under hotel floorboard,2
Justice Ginsburg Already Working Again Two Days After Cancer Surgery,2
What's Fact and What's Fiction in On the Basis of Sex,2
Gatwick drone arrest couple feel 'completely violated',1
"Georgia man charged with murder, arson in wife's 2013 death",1
Nick Cannon visits Chicago prison for Christmas before celebrating with Mariah Carey and kids,2
Colorado cops looking for Rudolph the red-nosed reindeer costume-wearing thief,1
"Photo of Miley Cyrus, Liam Hemsworth cutting apparent wedding cake sparks marriage rumors",2
Indonesia tsunami death toll climbs to 373 as search continues,1
"Woman kills herself after longtime partner dies in car crash, reports say",1
Amid 2018's tragedies were moments of compassion and duty,2
Cindy Crawford and Rande Gerber pay off layaway bills at Walmart in Compton: report,2
Russia: Hole drilled from inside Int'l Space Station capsule,2
Kardashians release Christmas card after declaring tradition dead,2
Trump says Fed is 'the only problem' of US economy,1
Fake Catholic priest unmasked in Spain after 18 years,2
"Italy circumcision kills toddler, with one man charged",1
The Major Flaw of You've Got Mail,2
"Search suspended for New Jersey father, son after small plane crashes on trip back from Disney",1
"Amid the shutdown, why President Trump's first Christmas at the White House may be just what he needs",2
Missing' daughter of Dubai ruler seen in new photos from United Arab Emirates,1
Battle of the billionaires brewing? Trump could meet his match in 2020,2
GOP officials in early-voting states weigh primary changes to boost Trump in 2020,2
Stealth Indonesia tsunami turns perfect night into nightmare,1
Tom Shillue: No Christmas is perfect -- Here's what we must remember,2
"Queen Elizabeth's Christmas address to focus on faith, family and respect",2
A tragic journey home: migrant girl's body back in Guatemala,1
Trump blames Fed for market dive: 'The only problem our economy has',2
Economy Is Strong. Leadership Is Shaky. Which Will Win Out in 2019?,2
It Doesn't Matter if Ecuador Can Afford This Dam. China Still Gets Paid.,2
"In Nicaragua, Ortega Was on the Ropes. Now, He Has Protesters on the Run.",1
"Maria Callas, the Diva We Love to Keep Alive ",2
An Adult Woman Goes Home for the Holidays,2
"A Family's Christmas, Filled With the Tastes of Jamaica",2
A Doctor's Guide to What to Read on the Opioid Crisis,2
Even the Oakland Raiders Don't Know if They'll Be the Oakland Raiders Next Year,2
"Peddled on the Streets of Los Angeles: Ice Cream, Hot Dogs, and Fake Social Security Cards",2
Markets Plunge After Mnuchin's Effort to Calm Nerves Appears to Backfire,2
"Dismantling My Dreams, One Brick at a Time",2
Baby named after officers who took woman to hospital,2
Kansas man getting Christmas wish for '2 front teeth' after present wrapping disaster,2
All parishioners want for Christmas is reopening of church,1
The most gruesome sports injuries of 2018: Bad bends and broken bones,2
"This Christmas, don't forget to pray and take action for the persecuted Christians around the world",2
Biblical city of Bethlehem boasts largest Christmas in years,1
Anna Kooiman: Fox News has brought me home for the holidays from Australia,2
Kevin Spacey shares 'House of Cards'-inspired video as authorities announce he faces felony sex assault charge,2
See teenage Meghan Markle belt out 'Santa Baby' at high school Christmas show,1
Dr. Marc Siegel: Justice Ginsburg overcomes cancer ... and critics,1
